-BEGIN HEADER-
NASA/POWER Source Native Resolution Daily Data 
Dates (month/day/year): 01/01/2000 through 12/31/2024 in LST
Location: latitude  32.9348   longitude 72.8576 
elevation from MERRA-2: Average for 0.5 x 0.625 degree lat/lon region = 448.45 meters
The value for missing source data that cannot be computed or is outside of the sources availability range: -999 
parameter(s): 
ALLSKY_SFC_SW_DWN       CERES SYN1deg All Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
CLRSKY_SFC_SW_DWN       CERES SYN1deg Clear Sky Surface Shortwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DNI       CERES SYN1deg All Sky Surface Shortwave Downward Direct Normal Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_SW_DIFF      CERES SYN1deg All Sky Surface Shortwave Diffuse Irradiance (kW-hr/m^2/day) 
ALLSKY_KT               CERES SYN1deg All Sky Insolation Clearness Index (dimensionless) 
ALLSKY_SFC_PAR_TOT      CERES SYN1deg All Sky Surface Total PAR (kW-hr/m^2/day) 
T2M                     MERRA-2 Temperature at 2 Meters (C) 
T2M_MAX                 MERRA-2 Temperature at 2 Meters Maximum (C) 
T2M_MIN                 MERRA-2 Temperature at 2 Meters Minimum (C) 
TS                      MERRA-2 Earth Skin Temperature (C) 
T2MWET                  MERRA-2 Wet Bulb Temperature at 2 Meters (C) 
RH2M                    MERRA-2 Relative Humidity at 2 Meters (%) 
PRECTOTCORR             MERRA-2 Precipitation Corrected (mm/day) 
T2MDEW                  MERRA-2 Dew/Frost Point at 2 Meters (C) 
WS10M                   MERRA-2 Wind Speed at 10 Meters (m/s) 
WS10M_MAX               MERRA-2 Wind Speed at 10 Meters Maximum (m/s) 
PS                      MERRA-2 Surface Pressure (kPa) 
ALLSKY_SFC_LW_DWN       CERES SYN1deg All Sky Surface Longwave Downward Irradiance (kW-hr/m^2/day) 
ALLSKY_SFC_UV_INDEX     CERES SYN1deg All Sky Surface UV Index (W m-2 x 40) 
QV2M                    MERRA-2 Specific Humidity at 2 Meters (g/kg) 
PSC                     MERRA-2 Corrected Atmospheric Pressure (Adjusted For Site Elevation) (kPa) 
WSC                     MERRA-2 Corrected Wind Speed (Adjusted For Elevation) (m/s) 
Message(s): 
Corrected Wind Speed has a custom surface implemented: Crop: 20-m broadleaf-deciduous trees (10%) & wheat (vegtype_12) 
-END HEADER-
YEAR,MO,DY,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,ALLSKY_SFC_SW_DNI,ALLSKY_SFC_SW_DIFF,ALLSKY_KT,ALLSKY_SFC_PAR_TOT,T2M,T2M_MAX,T2M_MIN,TS,T2MWET,RH2M,PRECTOTCORR,T2MDEW,WS10M,WS10M_MAX,PS,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_UV_INDEX,QV2M,PSC,WSC
2010,6,5,7.85,8.16,6.78,2.64,0.69,3.51,29.12,36.53,22.3,31.08,20.14,39.18,0.21,11.16,2.48,3.64,95.28,9.78,2.33,9.1,89.9,2.08
2010,6,6,7.73,8.45,7.94,1.98,0.68,3.44,30.68,38.39,21.78,32.99,18.26,23.46,0.0,5.84,1.76,3.08,95.07,9.61,2.38,6.15,89.72,1.57
2010,6,7,7.6,7.87,6.18,2.7,0.67,3.46,30.81,37.27,24.4,32.52,19.84,27.93,0.92,8.88,2.38,3.83,95.08,10.01,2.43,7.64,89.74,2.17
2010,6,8,7.85,7.99,7.16,2.28,0.69,3.55,31.1,37.45,23.33,33.52,22.45,37.28,2.8,13.81,1.98,2.94,95.22,9.93,2.51,10.41,89.88,1.77
2010,6,9,6.5,8.19,5.54,2.05,0.57,2.96,30.5,36.21,25.19,32.97,22.15,38.21,1.04,13.8,2.31,4.5,95.34,10.18,2.23,10.4,89.98,1.94
2010,6,10,7.76,8.14,7.42,2.38,0.68,3.51,31.01,38.13,22.35,33.85,21.34,33.7,0.05,11.67,1.88,2.89,95.36,10.16,2.4,9.06,90.0,1.68
2010,6,11,7.85,8.2,8.13,2.03,0.69,3.56,33.87,41.25,24.98,36.78,22.74,27.72,0.01,11.61,1.6,2.86,95.18,10.15,2.48,9.01,89.88,1.45
2010,6,12,7.78,7.98,7.06,2.31,0.68,3.51,35.02,42.17,28.59,37.51,23.52,26.62,0.8,12.01,2.5,4.26,95.06,10.22,2.51,9.26,89.79,2.17
2010,6,13,7.77,8.2,7.41,2.19,0.68,3.48,35.14,41.48,27.11,37.4,22.95,24.72,1.55,10.75,1.48,2.42,94.96,10.09,2.4,8.6,89.7,1.17
2010,6,14,5.46,7.96,3.43,2.75,0.48,2.51,34.56,40.48,27.55,36.08,22.47,24.39,0.13,10.37,2.68,4.58,95.06,10.55,1.72,8.31,89.78,2.05
2010,6,15,5.54,7.54,1.86,3.54,0.48,2.53,32.68,37.14,28.27,34.43,21.66,26.46,0.1,10.63,2.18,3.86,95.07,10.31,1.69,8.43,89.76,1.64
2010,6,16,7.37,7.73,5.6,2.85,0.64,3.31,32.86,38.66,27.24,35.37,22.37,29.09,0.97,11.87,1.66,2.76,95.04,10.17,2.13,9.17,89.73,1.39
2010,6,17,7.8,8.04,7.12,2.33,0.68,3.53,32.98,39.37,27.23,35.96,22.32,28.78,0.0,11.65,2.69,6.2,95.1,10.23,2.35,9.03,89.79,2.26
2010,6,18,8.0,8.12,7.82,1.98,0.7,3.65,34.63,42.65,26.35,36.94,22.43,24.47,0.0,10.22,2.87,5.17,95.19,10.37,2.59,8.19,89.91,2.37
2010,6,19,8.18,8.24,8.89,1.7,0.71,3.72,36.61,45.08,27.44,39.04,22.77,20.13,0.0,8.94,2.51,4.39,94.99,10.33,2.73,7.52,89.75,2.12
2010,6,20,8.01,8.08,7.96,1.96,0.7,3.62,38.31,46.34,28.14,39.91,23.29,17.26,0.0,8.26,2.73,5.84,94.89,10.47,2.52,7.17,89.68,2.16
2010,6,21,7.63,8.15,6.84,2.24,0.67,3.4,40.18,47.15,33.06,41.16,23.78,14.64,0.0,7.39,1.75,2.85,94.74,10.43,2.4,6.77,89.57,1.25
2010,6,22,7.92,7.99,7.42,2.18,0.69,3.52,39.11,46.15,31.01,41.05,23.23,15.35,0.0,7.35,1.79,2.69,94.54,10.6,2.39,6.76,89.37,1.41
2010,6,23,7.4,7.6,6.24,2.8,0.65,3.34,38.22,44.68,30.92,39.98,23.21,16.86,0.0,8.2,2.44,4.19,94.61,10.95,2.26,7.16,89.42,1.91
2010,6,24,7.07,7.38,4.93,3.18,0.62,3.2,34.84,40.47,29.56,36.03,25.85,36.59,14.55,16.86,1.75,3.11,94.63,11.13,2.13,12.94,89.38,1.55
2010,6,25,7.28,7.45,5.11,2.91,0.64,3.33,32.12,37.27,27.15,33.29,25.52,48.06,6.79,18.93,2.46,3.71,94.85,11.05,2.24,14.58,89.54,2.13
2010,6,26,7.89,7.99,7.1,2.38,0.69,3.64,34.2,41.28,26.14,35.82,26.69,44.58,0.0,19.18,2.44,3.93,94.82,10.84,2.46,14.84,89.55,2.09
2010,6,27,7.78,7.91,6.62,2.68,0.68,3.58,35.77,43.02,29.08,37.14,26.96,39.05,0.02,18.15,2.13,2.7,94.72,10.98,2.4,13.98,89.48,1.83
2010,6,28,7.48,7.73,5.87,2.71,0.65,3.45,34.31,40.89,27.58,35.19,26.42,42.01,6.25,18.54,2.94,4.17,94.72,11.31,2.36,14.2,89.45,2.65
2010,6,29,4.34,7.21,1.64,2.89,0.38,2.05,33.9,40.34,27.16,34.85,25.94,41.91,2.0,17.98,3.22,5.28,94.72,11.66,1.29,13.8,89.45,2.83
2010,6,30,5.23,7.54,3.35,2.36,0.46,2.45,33.51,39.21,28.39,34.99,26.31,44.49,2.17,19.11,1.85,4.27,94.82,11.43,1.74,14.71,89.53,1.62
2010,7,1,7.2,7.78,6.03,2.45,0.63,3.3,34.25,41.17,27.32,36.53,25.52,38.91,0.08,16.79,1.92,2.83,94.81,10.94,2.25,12.8,89.54,1.67
2010,7,2,3.97,7.55,2.54,2.08,0.35,1.88,32.22,38.39,25.04,33.84,25.04,45.06,6.6,17.87,2.2,5.0,95.14,11.33,1.2,13.56,89.82,1.94
2010,7,3,7.76,7.82,6.95,2.36,0.68,3.51,33.63,40.54,26.95,35.59,26.52,46.77,1.7,19.4,2.08,2.77,95.13,10.88,2.38,14.95,89.83,1.8
2010,7,4,5.83,7.48,4.35,2.56,0.51,2.66,34.18,40.24,27.42,36.31,26.39,42.89,1.01,18.59,1.75,4.08,95.18,11.08,1.8,14.23,89.89,1.52
2010,7,5,7.03,7.3,4.75,2.82,0.62,3.22,32.19,37.29,28.09,34.14,26.19,51.04,4.63,20.2,2.42,5.33,95.26,11.09,2.14,15.66,89.93,2.2
2010,7,6,6.41,7.47,4.37,2.54,0.56,2.96,31.92,38.44,25.87,34.45,25.94,52.95,3.36,19.96,2.17,6.29,95.27,10.74,2.14,15.47,89.93,1.88
2010,7,7,7.74,7.99,7.39,2.28,0.68,3.6,32.47,39.35,25.47,35.36,25.87,49.48,0.0,19.27,2.11,4.14,95.46,10.68,2.56,14.78,90.12,1.75
2010,7,8,7.88,8.07,8.12,1.9,0.69,3.65,34.33,40.61,28.16,37.64,26.21,40.44,0.0,18.09,1.4,2.78,95.46,10.73,2.65,13.67,90.15,1.34
2010,7,9,7.31,7.59,6.34,2.5,0.64,3.33,36.14,43.19,28.95,38.64,26.71,34.76,0.03,17.27,2.69,4.18,95.09,10.92,2.31,13.0,89.84,2.38
2010,7,10,7.14,7.39,5.76,2.55,0.63,3.26,35.67,42.09,30.65,37.35,27.13,38.66,8.45,18.6,2.58,3.54,94.91,11.48,2.26,14.29,89.65,2.35
2010,7,11,5.16,7.54,4.13,2.18,0.46,2.4,34.97,41.68,28.45,36.26,28.06,47.36,9.71,21.14,3.36,4.59,94.72,11.45,1.66,16.71,89.46,3.09
2010,7,12,5.46,7.5,3.29,2.75,0.48,2.56,33.48,39.06,28.4,34.91,27.86,54.91,5.7,22.23,2.43,3.24,94.68,11.35,1.87,17.91,89.41,2.28
2010,7,13,6.18,7.3,3.52,3.41,0.55,2.86,31.21,35.67,26.95,32.86,25.83,55.2,0.47,20.44,2.05,3.51,95.11,10.86,1.91,15.99,89.77,1.66
2010,7,14,6.59,7.06,3.85,3.35,0.58,3.04,32.15,37.79,25.44,34.1,26.13,52.29,0.0,20.12,1.44,1.91,95.22,10.73,2.08,15.64,89.89,1.26
2010,7,15,7.04,7.54,5.02,3.25,0.63,3.22,34.38,40.96,27.49,36.2,26.95,44.91,0.0,19.51,1.46,2.16,95.13,10.71,2.31,15.07,89.84,1.33
2010,7,16,7.19,7.5,5.48,2.81,0.64,3.21,35.86,43.23,29.01,37.58,26.92,37.78,0.0,17.97,2.3,3.04,94.91,10.64,2.2,13.7,89.66,2.14
2010,7,17,6.59,6.99,4.25,3.19,0.59,2.98,35.64,42.19,28.64,37.58,26.15,34.16,0.0,16.66,2.72,3.94,94.92,11.28,2.04,12.56,89.67,2.45
2010,7,18,6.06,6.64,3.38,3.2,0.54,2.75,36.45,42.11,30.22,38.85,28.81,42.62,2.76,21.17,2.26,4.14,94.78,11.71,1.78,16.68,89.55,2.31
2010,7,19,6.44,6.75,3.91,3.12,0.57,2.9,34.75,39.39,29.45,35.45,28.59,50.23,21.64,22.44,2.98,4.31,94.5,11.64,1.86,18.08,89.26,2.74
2010,7,20,4.08,6.57,2.36,2.41,0.36,1.93,29.53,33.07,26.71,30.11,27.48,79.23,71.68,25.43,4.37,6.61,94.72,11.49,1.39,21.62,89.38,3.51
2010,7,21,3.84,6.51,0.76,2.66,0.34,1.86,27.05,29.77,24.62,27.56,25.87,87.22,41.11,24.69,4.61,6.77,94.85,10.73,1.33,20.66,89.46,3.48
2010,7,22,2.3,5.65,0.06,1.83,0.21,1.15,25.7,28.09,23.83,25.85,24.67,88.57,19.54,23.64,4.78,7.39,95.03,10.45,0.66,19.33,89.6,3.73
2010,7,23,7.2,7.38,5.44,2.81,0.65,3.34,28.42,33.21,23.4,28.98,25.55,72.65,0.0,22.68,1.58,2.44,95.01,10.23,2.29,18.24,89.63,1.42
2010,7,24,7.39,7.6,6.57,2.46,0.67,3.43,30.17,35.27,24.83,30.42,26.43,66.2,0.0,22.68,1.43,2.45,94.63,10.55,2.39,18.33,89.3,1.26
2010,7,25,6.99,7.28,5.5,2.7,0.63,3.23,30.65,35.94,25.36,31.26,27.11,68.21,0.0,23.57,1.83,2.75,94.59,10.85,2.3,19.36,89.27,1.74
2010,7,26,5.92,6.85,2.31,3.39,0.54,2.78,30.29,34.92,26.17,30.63,27.45,73.2,10.18,24.6,2.46,4.41,94.79,11.07,2.0,20.54,89.45,2.19
2010,7,27,2.45,6.9,0.38,1.91,0.22,1.24,27.51,31.16,24.95,28.01,25.92,83.44,16.93,24.33,5.91,7.66,95.1,10.77,0.85,20.15,89.7,4.56
2010,7,28,2.12,7.36,0.35,1.63,0.19,1.11,26.76,30.4,24.1,27.19,24.97,81.74,7.98,23.18,4.59,6.91,95.15,10.42,1.02,18.77,89.73,3.75
2010,7,29,1.58,6.79,0.1,1.26,0.14,0.84,26.87,30.15,24.83,26.9,25.94,89.78,50.69,25.01,3.16,5.16,94.99,10.42,0.73,21.01,89.58,2.77
2010,7,30,6.5,7.31,4.96,2.65,0.59,3.08,28.37,32.57,25.23,28.66,26.14,78.19,5.66,23.9,1.84,2.88,94.99,10.37,2.35,19.65,89.61,1.69
2010,7,31,7.15,7.23,6.08,2.4,0.65,3.32,30.48,34.95,25.03,30.19,27.05,68.3,7.95,23.62,1.2,2.27,94.99,10.43,2.39,19.35,89.65,1.08
2010,8,1,6.09,7.01,3.66,2.97,0.56,2.85,28.27,31.48,25.1,28.89,26.76,84.33,13.21,25.25,2.75,3.83,95.16,10.53,2.08,21.27,89.77,2.33
2010,8,2,6.55,7.26,5.27,2.69,0.6,3.1,27.34,30.51,25.08,27.63,26.07,86.52,1.96,24.81,2.59,4.71,95.14,10.4,2.3,20.73,89.74,2.2
2010,8,3,3.87,7.15,1.1,2.71,0.36,1.9,28.45,31.97,25.29,28.62,26.75,82.51,11.92,25.05,1.8,3.63,95.0,10.53,1.57,21.05,89.62,1.52
2010,8,4,5.93,7.26,3.74,2.93,0.55,2.84,26.94,31.35,23.67,27.17,25.0,80.15,1.5,23.06,2.94,6.08,95.04,10.57,2.27,18.7,89.63,2.46
2010,8,5,4.4,6.82,1.58,2.89,0.41,2.14,28.59,33.08,24.32,29.03,26.38,78.0,0.51,24.17,1.67,2.51,95.16,10.7,1.69,19.96,89.78,1.61
2010,8,6,1.89,6.8,0.19,1.5,0.18,0.99,27.24,29.81,25.49,27.51,26.06,87.31,12.76,24.89,3.27,4.91,95.45,10.59,0.76,20.74,90.03,2.77
2010,8,7,3.59,6.69,0.75,2.65,0.33,1.77,27.38,30.22,25.18,27.65,26.0,85.3,13.25,24.61,2.43,4.98,95.4,10.55,1.37,20.41,89.98,2.01
2010,8,8,2.54,6.89,0.17,2.03,0.24,1.29,28.52,31.77,25.25,28.57,26.41,78.62,3.89,24.31,1.68,3.66,95.22,10.58,1.08,20.1,89.83,1.25
2010,8,9,6.09,7.03,4.09,2.76,0.57,2.9,29.43,32.65,25.55,29.48,26.71,73.41,0.41,23.99,1.28,1.84,95.16,10.35,2.21,19.73,89.79,0.99
2010,8,10,5.97,6.67,4.06,2.71,0.56,2.81,30.57,34.37,26.14,30.28,27.47,70.55,2.54,24.36,1.53,2.52,95.11,10.37,2.03,20.18,89.76,1.21
2010,8,11,4.17,6.56,2.36,2.11,0.39,1.97,30.63,34.26,27.02,30.59,27.89,73.62,0.71,25.15,1.76,2.67,95.1,10.43,1.45,21.18,89.75,1.53
2010,8,12,5.22,6.73,2.66,3.06,0.49,2.47,30.42,34.22,26.23,30.34,27.63,73.27,1.69,24.83,1.82,2.6,95.1,10.48,1.86,20.76,89.75,1.52
2010,8,13,4.91,6.44,2.11,2.96,0.47,2.31,28.44,31.36,25.58,28.72,26.56,80.81,0.85,24.69,2.51,4.33,95.19,10.36,1.7,20.56,89.8,2.31
2010,8,14,4.07,6.4,1.84,2.31,0.39,1.93,28.74,32.78,24.79,29.33,26.56,78.81,0.71,24.39,1.83,2.86,95.14,10.36,1.45,20.21,89.76,1.86
2010,8,15,3.99,6.33,0.98,2.82,0.38,1.91,28.37,32.18,25.05,29.07,26.62,82.27,3.85,24.88,2.28,4.11,95.32,10.49,1.39,20.77,89.92,2.12
2010,8,16,3.9,6.22,1.85,2.19,0.37,1.85,28.74,31.98,25.15,28.97,26.73,79.72,2.73,24.73,1.71,2.78,95.4,10.48,1.31,20.57,90.0,1.45
2010,8,17,5.67,6.48,3.52,2.79,0.55,2.66,29.95,33.21,26.07,30.05,27.37,74.63,1.14,24.79,0.98,1.95,95.03,10.37,1.91,20.74,89.67,0.76
2010,8,18,6.39,6.78,5.21,2.45,0.62,3.01,30.75,34.09,26.81,30.82,27.87,72.27,4.0,24.99,1.25,1.64,94.86,10.43,2.24,21.03,89.53,1.05
2010,8,19,5.26,6.38,2.88,2.98,0.51,2.47,30.48,34.16,26.51,30.77,28.09,76.89,4.59,25.71,1.65,2.08,95.07,10.56,1.77,21.91,89.73,1.52
2010,8,20,5.51,6.39,3.8,2.95,0.54,2.59,30.02,34.24,26.3,30.53,28.04,80.55,7.3,26.05,1.97,3.55,95.34,10.62,1.82,22.29,89.97,1.89
2010,8,21,5.33,6.34,3.13,2.74,0.52,2.49,30.06,34.02,26.13,30.48,27.95,79.61,6.06,25.84,1.65,2.43,95.14,10.55,1.73,22.06,89.78,1.6
2010,8,22,6.36,6.58,5.1,2.56,0.62,2.94,30.51,34.46,26.79,30.66,28.1,76.71,6.97,25.69,1.82,3.57,94.99,10.22,2.02,21.89,89.64,1.67
2010,8,23,5.93,6.74,4.86,2.36,0.58,2.76,29.26,33.57,25.85,29.83,27.44,81.94,11.65,25.63,2.49,4.39,94.98,10.28,1.96,21.81,89.62,2.27
2010,8,24,5.23,6.43,3.26,2.6,0.52,2.42,28.88,33.24,25.33,28.88,26.92,80.67,28.45,24.96,1.93,2.69,94.86,10.29,1.63,20.98,89.49,1.85
2010,8,25,4.97,5.75,2.01,3.01,0.49,2.24,25.94,28.29,24.16,25.7,24.81,87.44,39.7,23.68,3.22,6.86,95.18,9.98,1.35,19.34,89.75,2.81
2010,8,26,5.08,6.51,2.67,2.8,0.51,2.35,26.09,30.55,22.05,26.09,23.76,76.94,0.02,21.43,1.82,2.55,95.5,9.76,1.62,16.82,90.05,1.73
2010,8,27,6.64,6.65,5.7,2.28,0.66,3.0,26.06,31.33,20.29,25.41,22.98,70.1,0.01,19.9,2.53,3.91,95.4,9.33,1.99,15.31,89.96,2.25
2010,8,28,6.96,6.97,7.32,1.74,0.7,3.15,27.87,32.78,22.76,26.44,23.89,62.84,0.0,19.91,1.5,2.32,95.28,9.35,2.14,15.35,89.87,1.18
2010,8,29,6.69,6.78,6.46,2.01,0.67,3.06,28.19,32.76,24.01,26.9,24.24,63.07,0.0,20.3,1.6,2.99,95.25,9.68,2.05,15.75,89.86,1.24
2010,8,30,6.26,6.5,5.34,2.3,0.63,2.91,28.02,32.32,22.62,27.49,25.09,71.36,0.0,22.17,1.47,2.84,95.1,10.08,1.91,17.7,89.71,1.21
2010,8,31,5.58,6.05,3.62,2.74,0.57,2.59,28.99,32.98,25.37,28.42,26.01,71.06,0.28,23.04,1.08,2.1,95.1,10.23,1.73,18.64,89.73,0.87
2010,9,1,5.4,5.74,3.06,2.82,0.55,2.48,28.44,32.76,23.56,28.51,26.11,77.06,0.22,23.79,1.72,2.83,95.31,10.11,1.58,19.46,89.91,1.57
2010,9,2,5.22,5.45,2.81,2.75,0.54,2.37,29.72,33.83,24.87,29.11,26.73,71.41,1.22,23.76,1.6,2.85,95.26,10.15,1.42,19.43,89.89,1.28
2010,9,3,4.8,5.72,2.77,2.45,0.49,2.23,29.39,33.15,24.75,28.99,26.4,71.3,6.69,23.41,1.24,1.82,95.17,10.25,1.44,19.03,89.8,1.08
2010,9,4,4.44,6.01,2.45,2.35,0.46,2.08,28.33,32.87,24.26,28.34,26.17,78.8,8.61,24.02,2.33,3.79,95.04,10.29,1.38,19.78,89.66,2.15
2010,9,5,5.98,6.15,4.87,2.39,0.62,2.76,27.99,32.07,24.01,28.22,25.77,78.01,0.6,23.56,1.55,2.53,95.25,9.97,1.83,19.18,89.84,1.36
2010,9,6,5.56,5.83,3.79,2.64,0.58,2.56,28.38,32.34,23.33,28.3,25.96,76.13,0.67,23.53,1.35,2.01,95.21,10.2,1.6,19.17,89.82,1.14
2010,9,7,5.19,5.68,3.35,2.49,0.55,2.38,29.22,33.65,24.46,28.73,26.12,70.74,2.89,23.02,1.42,2.16,95.09,10.12,1.48,18.61,89.72,1.21
2010,9,8,2.91,6.03,1.31,1.94,0.31,1.39,27.64,31.4,23.84,27.52,25.41,77.54,13.99,23.18,1.53,2.56,95.38,10.25,0.92,18.72,89.96,1.4
2010,9,9,6.04,6.34,5.72,2.12,0.64,2.8,26.89,30.81,23.39,26.84,24.7,77.74,5.7,22.51,1.23,1.91,95.52,9.9,1.84,17.96,90.08,1.03
2010,9,10,5.5,6.35,5.18,2.07,0.59,2.58,26.8,30.97,23.05,26.99,24.96,81.07,2.51,23.13,1.46,2.11,95.33,9.9,1.76,18.69,89.9,1.26
2010,9,11,5.67,6.34,5.39,2.22,0.61,2.66,27.23,31.2,23.41,27.06,24.98,77.36,0.13,22.73,1.1,1.99,95.3,9.92,1.77,18.23,89.88,0.9
2010,9,12,4.82,6.25,3.75,2.33,0.52,2.27,26.66,31.41,22.73,26.96,24.58,79.63,2.13,22.51,1.52,2.23,95.35,10.16,1.54,17.98,89.92,1.43
2010,9,13,5.59,6.11,4.83,2.22,0.61,2.59,26.29,30.06,22.14,26.03,23.9,76.37,4.72,21.5,1.21,2.16,95.34,9.65,1.67,16.92,89.9,1.1
2010,9,14,5.41,6.12,4.49,2.18,0.59,2.48,25.63,29.39,21.58,25.23,22.88,72.45,0.68,20.13,1.28,1.94,95.35,9.43,1.59,15.53,89.9,1.08
2010,9,15,6.43,6.44,7.86,1.28,0.71,2.94,25.13,30.38,19.16,24.49,21.9,69.04,1.04,18.67,2.13,2.87,95.38,9.13,1.91,14.17,89.92,1.83
2010,9,16,6.12,6.2,6.55,1.63,0.68,2.8,24.34,29.67,18.74,24.32,21.79,74.66,0.0,19.23,1.86,2.95,95.42,9.16,1.81,14.67,89.95,1.62
2010,9,17,5.37,5.63,4.06,2.33,0.6,2.44,24.14,29.32,19.55,23.98,21.78,76.29,6.04,19.42,2.89,4.01,95.33,9.54,1.45,14.86,89.86,2.84
2010,9,18,5.16,5.57,3.6,2.41,0.58,2.35,22.83,28.14,18.77,22.73,20.55,76.42,10.01,18.27,3.07,5.54,95.48,9.08,1.38,13.8,89.98,2.88
2010,9,19,6.36,6.37,7.42,1.46,0.71,2.8,22.86,29.36,16.55,21.73,18.55,60.35,0.0,14.24,2.86,4.11,95.67,8.18,1.64,10.66,90.15,2.56
2010,9,20,6.5,6.51,8.51,1.16,0.73,2.86,23.56,29.99,17.77,22.17,18.84,56.69,0.0,14.11,1.54,2.39,95.72,8.06,1.77,10.64,90.21,1.25
2010,9,21,4.96,6.13,4.79,2.1,0.56,2.31,25.14,29.16,21.14,24.11,21.36,63.71,0.0,17.58,1.19,1.99,95.66,9.29,1.54,13.25,90.19,0.96
2010,9,22,6.0,6.08,7.46,1.32,0.69,2.76,25.99,31.28,21.76,25.52,22.77,69.12,0.01,19.54,1.91,3.22,95.54,9.15,1.8,14.94,90.09,1.76
2010,9,23,5.25,5.88,4.98,2.0,0.6,2.41,25.65,31.2,20.23,25.22,22.72,71.96,1.32,19.78,1.29,2.24,95.65,9.46,1.55,15.14,90.18,1.11
2010,9,24,5.89,5.96,6.75,1.48,0.68,2.65,24.97,29.58,20.56,24.47,22.04,71.04,0.07,19.1,1.66,2.18,95.68,9.05,1.6,14.5,90.2,1.37
2010,9,25,5.69,5.88,6.64,1.51,0.66,2.59,26.0,31.7,20.32,24.93,21.39,59.04,0.0,16.78,1.26,1.71,95.76,9.01,1.55,12.52,90.3,1.05
2010,9,26,5.72,5.8,6.63,1.55,0.67,2.57,25.77,32.17,21.08,24.63,20.85,56.12,0.0,15.94,1.45,2.27,95.86,8.92,1.48,11.88,90.39,1.18
2010,9,27,5.66,5.69,6.41,1.53,0.67,2.55,26.47,32.41,20.4,24.82,20.77,51.7,0.0,15.08,1.47,1.96,95.93,8.96,1.47,11.21,90.46,1.19
2010,9,28,5.61,5.62,6.31,1.51,0.67,2.54,25.1,31.98,19.39,24.27,20.22,56.89,0.0,15.33,1.77,2.43,95.83,9.04,1.45,11.42,90.35,1.5
2010,9,29,5.48,5.48,5.79,1.65,0.65,2.5,25.07,31.47,18.51,24.27,20.34,58.15,0.03,15.6,1.64,2.32,95.98,9.11,1.43,11.57,90.48,1.37
2010,9,30,5.47,5.48,5.7,1.74,0.66,2.49,26.07,32.77,19.09,24.86,20.67,54.05,0.0,15.28,2.17,2.99,95.94,9.1,1.43,11.34,90.46,1.84
2010,10,1,5.72,5.73,7.21,1.26,0.69,2.63,25.73,33.26,19.42,24.86,20.52,55.32,0.0,15.32,2.68,3.31,95.89,9.05,1.56,11.39,90.41,2.32
2010,10,2,5.81,5.82,7.85,1.11,0.71,2.63,26.47,33.4,19.25,24.91,20.23,48.43,0.0,14.0,1.6,2.13,95.86,8.83,1.47,10.45,90.39,1.33
2010,10,3,5.58,5.63,6.85,1.38,0.68,2.52,26.22,33.65,19.09,25.08,20.52,52.3,0.0,14.81,1.64,2.37,95.87,8.91,1.39,11.02,90.4,1.4
2010,10,4,5.41,5.51,6.61,1.4,0.67,2.45,26.02,32.99,18.75,24.92,20.68,53.48,0.0,15.33,1.62,2.73,95.76,8.98,1.38,11.41,90.29,1.33
2010,10,5,5.14,5.2,5.43,1.68,0.64,2.3,26.0,32.3,20.18,24.81,20.59,53.15,0.0,15.17,1.29,2.09,95.66,9.08,1.26,11.3,90.2,1.05
2010,10,6,5.11,5.17,5.46,1.63,0.64,2.29,26.53,32.88,22.0,25.25,21.3,53.93,0.0,16.07,1.55,2.48,95.65,9.15,1.28,11.98,90.2,1.24
2010,10,7,4.79,4.98,4.76,1.75,0.61,2.14,25.57,32.21,19.69,24.73,20.84,57.79,0.0,16.11,1.72,2.26,95.65,9.13,1.2,12.0,90.18,1.41
2010,10,8,4.89,4.98,4.88,1.81,0.62,2.2,26.15,32.71,20.68,25.23,21.2,56.28,0.0,16.24,1.7,2.09,95.53,9.14,1.25,12.12,90.08,1.41
2010,10,9,5.12,5.15,5.34,1.71,0.66,2.27,26.17,33.27,19.38,25.09,20.19,50.63,0.01,14.21,1.94,2.92,95.22,8.67,1.26,10.67,89.79,1.72
2010,10,10,4.97,5.1,4.98,1.83,0.64,2.21,25.75,31.75,20.36,24.52,20.13,51.11,0.0,14.51,1.16,2.12,95.23,8.58,1.2,10.91,89.79,0.94
2010,10,11,4.94,5.07,5.31,1.61,0.64,2.24,26.45,32.71,21.36,25.17,20.62,50.58,0.57,14.8,0.93,1.57,95.66,8.95,1.22,11.03,90.21,0.74
2010,10,12,4.63,4.71,3.97,1.99,0.61,2.08,25.29,31.52,20.21,24.4,20.05,53.72,0.0,14.81,1.41,1.92,96.01,9.0,1.06,11.0,90.51,1.15
2010,10,13,4.89,4.9,5.27,1.65,0.65,2.19,25.29,32.47,18.24,24.01,19.73,52.52,0.0,14.16,2.58,4.49,95.91,8.8,1.16,10.56,90.42,2.17
2010,10,14,4.94,4.95,5.43,1.62,0.66,2.22,26.02,32.59,19.66,23.96,19.55,46.41,0.0,13.08,1.47,3.38,95.7,8.79,1.25,9.87,90.24,1.12
